winner_name,loser_name,event_date,method,round,time,time_format,bout_type,event_name,event_location,winner_stance,loser_stance,winner,delta_kd,delta_sig_str_pct,delta_total_str_pct,delta_td_pct,delta_sub_att,delta_rev,delta_ctrl,delta_sig_str_head_acc_pct,delta_sig_str_body_acc_pct,delta_sig_str_leg_acc_pct,delta_sig_str_distance_acc_pct,delta_sig_str_clinch_acc_pct,delta_sig_str_ground_acc_pct,delta_sig_str_head_tar_pct,delta_sig_str_body_tar_pct,delta_sig_str_leg_tar_pct,delta_sig_str_distance_pos_pct,delta_sig_str_clinch_pos_pct,delta_sig_str_ground_pos_pct,delta_height,delta_reach,delta_slpm_cs,delta_str_acc_cs,delta_sapm_cs,delta_str_def_cs,delta_td_avg_cs,delta_td_acc_cs,delta_td_def_cs,delta_sub_avg_cs,time_seconds
RODRIGO VERA,ZHU KANGJIE,2026-05-30,KO/TKO,1.0,1:50,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Song vs. Figueiredo,"Macau, China",Orthodox,Orthodox,blue,1.0,8.0,2.63,100.0,0.0,0.0,41.0,40.0,0.0,-37.5,-6.25,50.0,81.82,48.0,-23.0,-25.0,-59.0,5.0,52.0,5.08,-5.08,6.34,10.0,2.18,-16.0,7.86,0.0,-50.0,0.0,110
ALICE ARDELEAN,POLYANA VIANA,2026-05-16,Submission,2.0,4:36,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,3.0,-0.84,100.0,1.0,0.0,232.0,15.62,-9.6,-12.5,4.45,44.44,0.0,21.0,-17.0,-5.0,12.0,-12.0,0.0,-5.08,-12.7,4.18,6.0,2.23,9.0,0.41,17.0,52.0,-1.3,276
ARNOLD ALLEN,MELQUIZAEL COSTA,2026-05-16,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Featherweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Southpaw,Southpaw,red,1.0,25.0,28.13,100.0,0.0,0.0,463.0,33.28,38.09,15.38,21.35,0.0,25.0,35.0,-14.0,-22.0,-17.0,0.0,16.0,-5.08,-2.54,-0.77,-4.0,-0.04,10.0,-0.29,25.0,23.0,-0.5,300
CODY BRUNDAGE,ANDRE PETROSKI,2026-05-16,KO/TKO,2.0,0:44,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Switch,red,1.0,24.0,0.97,-100.0,0.0,0.0,-82.0,44.16,75.0,-50.0,22.92,0.0,-27.08,68.0,-8.0,-60.0,-69.0,0.0,69.0,0.0,-2.54,-0.25,2.0,-0.04,-1.0,-1.33,-11.0,-20.0,-0.7,44
LUIS GURULE,DANIEL BAREZ,2026-05-16,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,4.0,6.7,-13.0,1.0,1.0,98.0,9.27,-29.37,4.81,3.03,-23.81,0.0,17.0,-12.0,-4.0,-6.0,6.0,0.0,-2.54,-5.08,0.84,-5.0,-1.58,7.0,-1.07,-14.0,-20.0,-0.3,300
DOOHO CHOI,DANIEL SANTOS,2026-05-16,KO/TKO,2.0,4:29,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,13.0,14.7,0.0,0.0,0.0,-43.0,11.28,31.82,25.0,13.17,20.0,100.0,2.0,-2.0,0.0,5.0,-7.0,2.0,7.62,7.62,-0.15,15.0,-0.95,7.0,-1.34,20.0,-14.0,0.5,269
KETLEN VIEIRA,JACQUELINE CAVALCANTI,2026-05-16,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-16.0,-13.61,25.0,0.0,0.0,282.0,7.21,-24.0,4.35,-15.96,0.0,50.0,62.0,-24.0,-38.0,-4.0,0.0,3.0,0.0,-5.08,-2.59,-6.0,0.75,-18.0,1.31,42.0,5.0,0.5,300
JUAN DIAZ,MALCOLM WELLMAKER,2026-05-16,Submission,2.0,4:08,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Switch,blue,0.0,7.0,12.13,62.0,1.0,0.0,228.0,6.06,50.0,-21.15,3.87,-33.33,100.0,3.0,-37.0,33.0,-17.0,9.0,7.0,-5.08,-5.08,-0.86,-14.0,-0.83,7.0,5.5,50.0,-46.0,0.8,248
MODESTAS BUKAUSKAS,CHRISTIAN EDWARDS,2026-05-16,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Catch Weight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Switch,Southpaw,red,0.0,-5.0,-4.77,0.0,0.0,0.0,-127.0,1.1,5.91,40.0,-3.72,10.0,0.0,22.0,-20.0,-3.0,8.0,-9.0,0.0,-5.08,-5.08,0.74,-7.0,1.46,-5.0,0.23,66.0,82.0,0.1,300
KHAOS WILLIAMS,NIKOLAY VERETENNIKOV,2026-05-16,KO/TKO,1.0,3:31,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,-15.0,-11.29,0.0,0.0,0.0,54.0,-16.4,2.78,-58.33,-13.71,-25.0,0.0,-19.0,10.0,8.0,3.0,-3.0,0.0,-2.54,7.62,2.23,-17.0,1.91,-6.0,-0.4,-16.0,-11.0,-0.4,211
NICOLLE CALIARI,SHAUNA BANNON,2026-05-16,Submission,3.0,3:08,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Switch,blue,0.0,-7.0,-12.81,44.0,1.0,0.0,448.0,-0.18,-15.15,-57.14,-19.23,50.0,0.0,35.0,-21.0,-13.0,-25.0,7.0,19.0,-5.08,-7.62,-0.97,-5.0,2.34,7.0,3.38,29.0,3.0,0.5,188
BENARDO SOPAJ,TIMMY CUAMBA,2026-05-16,Submission,2.0,2:25,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,30.0,35.49,33.0,2.0,0.0,103.0,41.93,-69.23,38.46,7.5,0.0,95.83,50.0,-31.0,-19.0,-63.0,0.0,62.0,-7.62,-12.7,1.51,16.0,0.97,-3.0,1.25,29.0,5.0,0.8,145
TOMMY GANTT,ARTUR MINEV,2026-05-16,KO/TKO,2.0,2:51,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,12.0,0.86,35.0,0.0,0.0,262.0,41.8,-18.18,-100.0,-12.86,0.0,93.75,42.0,-30.0,-12.0,-27.0,-27.0,53.0,5.08,17.78,1.9,14.0,-2.72,17.0,11.29,36.0,36.0,1.4,171
IVAN ERSLAN,TUCO TOKKOS,2026-05-16,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,13.0,25.84,66.0,-1.0,0.0,442.0,14.69,50.0,-85.71,10.52,0.0,62.5,20.0,-9.0,-11.0,-21.0,7.0,13.0,-5.08,-10.16,-0.06,8.0,0.87,8.0,-1.94,1.0,37.0,-0.6,300
ALEXANDER VOLKOV,WALDO CORTES ACOSTA,2026-05-09,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,20.0,20.0,0.0,0.0,0.0,2.0,-1.54,33.16,28.5,20.45,-100.0,0.0,-30.0,15.0,15.0,2.0,-1.0,0.0,7.62,5.08,-0.5,9.0,-0.73,0.0,0.14,12.0,-5.0,0.1,300
ATEBA GAUTIER,OZZY DIAZ,2026-05-09,KO/TKO,2.0,1:10,3 Rnd (5-5-5),Middleweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Switch,Orthodox,red,1.0,-2.0,-4.96,0.0,0.0,0.0,-63.0,-6.04,4.55,100.0,-4.68,100.0,100.0,-18.0,10.0,8.0,-14.0,4.0,8.0,0.0,5.08,-1.01,-6.0,-3.92,-7.0,0.41,100.0,43.0,0.0,70
BAISANGUR SUSURKAEV,DJORDEN SANTOS,2026-05-09,Submission,3.0,4:12,3 Rnd (5-5-5),Middleweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,14.0,16.11,20.0,1.0,0.0,115.0,4.31,2.08,10.91,13.68,20.0,77.78,-36.0,22.0,13.0,2.0,-9.0,6.0,5.08,10.16,-0.9,12.0,-1.9,10.0,1.58,-2.0,15.0,0.8,252
JOSE OCHOA,CLAYTON CARPENTER,2026-05-09,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Southpaw,Orthodox,blue,1.0,12.0,15.65,-14.0,0.0,0.0,2.0,16.13,19.29,7.19,13.79,-2.27,0.0,16.0,-7.0,-9.0,2.0,-3.0,2.0,2.54,2.54,1.28,-3.0,-1.48,9.0,-1.45,-10.0,15.0,-0.1,300
GRANT DAWSON,MATEUSZ REBECKI,2026-05-09,Submission,3.0,4:42,3 Rnd (5-5-5),Lightweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Switch,Southpaw,red,-1.0,-14.0,-8.28,13.0,4.0,-1.0,286.0,-19.85,10.87,-33.33,-24.37,-14.29,63.33,-27.0,37.0,-10.0,-13.0,5.0,8.0,7.62,15.24,-1.65,5.0,-2.22,-10.0,0.53,-9.0,13.0,1.0,282
JIM MILLER,JARED GORDON,2026-05-09,Submission,1.0,3:29,3 Rnd (5-5-5),Lightweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Southpaw,Orthodox,red,0.0,9.0,8.5,-100.0,1.0,0.0,-44.0,2.1,33.33,50.0,6.27,0.0,0.0,-2.0,5.0,-3.0,0.0,0.0,0.0,-2.54,7.62,-2.65,-11.0,-0.68,1.0,-0.42,11.0,-13.0,1.7,209
YAROSLAV AMOSOV,JOEL ALVAREZ,2026-05-09,Submission,2.0,1:13,3 Rnd (5-5-5),Welterweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Orthodox,Orthodox,blue,0.0,21.0,25.58,54.0,1.0,0.0,232.0,20.0,0.0,66.67,8.64,83.33,100.0,-19.0,-6.0,25.0,-44.0,31.0,12.0,-7.62,-5.08,-1.88,-1.0,-1.65,7.0,10.93,20.0,-46.0,2.1,73
JOSHUA VAN,TATSURO TAIRA,2026-05-09,KO/TKO,5.0,1:32,5 Rnd (5-5-5-5-5),UFC Flyweight Title Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Orthodox,Orthodox,red,2.0,26.0,20.38,12.0,2.0,0.0,-557.0,26.16,70.0,-20.0,27.3,32.86,7.69,9.0,4.0,-12.0,1.0,-1.0,-1.0,-5.08,-12.7,5.56,3.0,2.72,14.0,-2.75,18.0,29.0,-1.1,92
SEAN STRICKLAND,KHAMZAT CHIMAEV,2026-05-09,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Middleweight Title Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Orthodox,Orthodox,blue,0.0,-1.0,-3.34,-69.0,0.0,0.0,-255.0,7.17,-3.85,-91.67,-1.62,33.33,60.0,42.0,-31.0,-11.0,-1.0,-2.0,2.0,-2.54,2.54,1.97,-12.0,1.55,8.0,-4.66,4.0,-19.0,-1.3,300
KING GREEN,JEREMY STEPHENS,2026-05-09,Submission,1.0,4:20,3 Rnd (5-5-5),Lightweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,27.0,20.7,100.0,0.0,0.0,87.0,33.77,64.29,0.0,20.33,-100.0,76.09,17.0,15.0,-33.0,-42.0,-20.0,61.0,2.54,0.0,3.33,13.0,0.3,5.0,0.23,5.0,11.0,-0.1,260
PAT SABATINI,WILLIAM GOMIS,2026-05-09,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Orthodox,Southpaw,red,0.0,0.0,7.3,15.0,0.0,0.0,672.0,-8.09,-20.0,0.0,5.05,-12.82,0.0,-24.0,-10.0,35.0,16.0,-15.0,0.0,-10.16,-7.62,-1.51,6.0,-1.44,-7.0,3.54,3.0,-27.0,1.0,300
ROMAN KOPYLOV,MARCO TULIO,2026-05-09,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Southpaw,Orthodox,red,3.0,11.0,7.33,100.0,0.0,0.0,154.0,20.75,17.65,-46.19,6.11,80.0,64.71,30.0,-10.0,-21.0,-25.0,6.0,18.0,0.0,2.54,-1.48,-3.0,2.11,-3.0,0.07,24.0,88.0,-0.3,300
SEAN BRADY,JOAQUIN BUCKLEY,2026-05-09,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",Orthodox,Southpaw,red,0.0,26.0,19.27,40.0,0.0,0.0,729.0,35.05,-66.67,0.0,23.87,0.0,43.03,58.0,-40.0,-19.0,-93.0,0.0,92.0,0.0,-10.16,0.46,17.0,-0.33,1.0,2.15,6.0,16.0,0.7,300
WES SCHULTZ,BEN JOHNSTON,2026-05-02,Submission,3.0,1:50,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Orthodox,blue,1.0,-5.0,-17.61,-100.0,5.0,0.0,-459.0,-18.78,0.0,0.0,54.55,0.0,-90.91,-41.0,42.0,0.0,50.0,34.0,-83.0,-7.62,2.54,1.9,-29.0,2.1,14.0,-0.15,-79.0,-100.0,3.6,110
QUILLAN SALKILLD,BENEIL DARIUSH,2026-05-02,KO/TKO,1.0,3:29,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Southpaw,blue,1.0,30.0,22.5,-40.0,0.0,0.0,-132.0,32.54,100.0,-100.0,10.99,66.67,100.0,25.0,8.0,-33.0,-42.0,16.0,25.0,5.08,7.62,1.27,8.0,0.4,-12.0,5.04,-3.0,-2.0,0.0,209
CAM ROWSTON,ROBERT BRYCZEK,2026-05-02,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Orthodox,red,0.0,7.0,-2.4,42.0,-1.0,0.0,605.0,27.63,-13.33,20.0,-6.93,100.0,68.18,58.0,-40.0,-18.0,-60.0,2.0,56.0,7.62,7.62,1.8,11.0,-2.39,-3.0,0.98,-56.0,-38.0,-0.1,300
COLBY THICKNESSE,VINCE MORALES,2026-05-02,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Orthodox,red,0.0,0.0,1.39,-100.0,4.0,0.0,-33.0,-15.37,5.62,16.66,0.89,-2.5,-100.0,-45.0,27.0,17.0,6.0,-4.0,-2.0,0.0,-2.54,-0.3,4.0,-0.98,0.0,-0.04,-40.0,-30.0,1.2,300
KODY STEELE,DOM MAR FAN,2026-05-02,Submission,1.0,3:56,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Orthodox,blue,0.0,50.0,16.0,100.0,1.0,-1.0,76.0,100.0,0.0,-100.0,50.0,0.0,0.0,100.0,0.0,-100.0,0.0,0.0,0.0,-5.08,-10.16,0.42,-24.0,3.89,8.0,-0.77,-25.0,38.0,0.2,236
CARLOS PRATES,JACK DELLA MADDALENA,2026-05-02,KO/TKO,3.0,3:17,5 Rnd (5-5-5-5-5),Welterweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Switch,Switch,blue,3.0,0.0,-5.0,-40.0,0.0,0.0,-31.0,0.09,25.24,4.44,-1.9,100.0,66.67,15.0,-9.0,-6.0,-15.0,0.0,13.0,5.08,12.7,-0.91,3.0,0.06,-14.0,-0.16,80.0,13.0,-0.1,197
JACOB MALKOUN,GERALD MEERSCHAERT,2026-05-02,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Southpaw,red,0.0,1.0,-0.57,100.0,-3.0,-2.0,-126.0,5.69,-10.71,-100.0,2.55,0.0,-100.0,12.0,-2.0,-9.0,4.0,0.0,-3.0,-10.16,-10.16,1.28,11.0,-1.11,2.0,3.69,13.0,15.0,-0.7,300
JONATHAN MICALLEF,THEMBA GORIMBO,2026-05-02,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Southpaw,Orthodox,red,0.0,6.0,0.4,-15.0,0.0,1.0,-119.0,10.06,36.67,0.0,5.5,27.78,-50.0,14.0,16.0,-30.0,-4.0,7.0,-4.0,-2.54,0.0,1.15,-13.0,1.89,5.0,-3.44,-20.0,-7.0,0.3,300
JUNIOR TAFA,KEVIN CHRISTIAN,2026-05-02,KO/TKO,1.0,2:42,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Orthodox,red,0.0,6.0,6.85,0.0,0.0,0.0,9.0,38.1,-66.67,18.18,-9.27,50.0,100.0,80.0,-15.0,-65.0,-53.0,4.0,47.0,-10.16,-12.7,1.34,-6.0,-0.84,12.0,0.0,0.0,22.0,-1.9,162
MARWAN RAHIKI,OLLIE SCHMID,2026-05-02,KO/TKO,1.0,2:47,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Orthodox,red,1.0,25.0,25.0,0.0,0.0,0.0,4.0,56.0,-21.43,8.33,22.78,0.0,75.0,63.0,-24.0,-39.0,-14.0,0.0,13.0,-10.16,2.54,4.52,22.0,-2.0,12.0,0.0,0.0,100.0,0.8,167
BRANDO PERICIC,SHAMIL GAZIEV,2026-05-02,KO/TKO,2.0,3:44,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Orthodox,blue,1.0,13.0,10.14,-50.0,0.0,0.0,-216.0,12.18,-4.17,100.0,17.04,-25.96,0.0,-4.0,-11.0,14.0,9.0,-9.0,0.0,2.54,2.54,8.06,11.0,-0.66,13.0,-1.06,-33.0,-12.0,-0.3,224
LOUIE SUTHERLAND,TAI TUIVASA,2026-05-02,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Southpaw,blue,0.0,25.0,12.41,45.0,0.0,2.0,663.0,26.19,0.0,-14.29,55.56,-20.0,15.91,-21.0,0.0,21.0,18.0,-19.0,1.0,2.54,2.54,-1.56,20.0,-2.58,-12.0,4.95,42.0,-58.0,0.0,300
STEVE ERCEG,TIM ELLIOTT,2026-05-02,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",Orthodox,Southpaw,blue,0.0,19.0,18.45,15.0,0.0,0.0,-5.0,28.65,37.04,-81.4,18.53,27.78,0.0,41.0,-2.0,-38.0,-2.0,2.0,0.0,2.54,5.08,1.13,4.0,1.07,-1.0,-2.48,-17.0,8.0,-0.7,300
ALJAMAIN STERLING,YOUSSEF ZALAL,2026-04-25,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Featherweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Orthodox,Switch,red,0.0,-2.0,12.2,54.0,0.0,0.0,590.0,-4.38,-10.71,-4.2,-9.24,-31.82,75.0,-17.0,9.0,8.0,-37.0,24.0,13.0,-7.62,-2.54,1.48,2.0,0.36,-5.0,0.7,1.0,-11.0,-0.7,300
DAVEY GRANT,ADRIAN LUNA MARTINETTI,2026-04-25,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,2.0,2.82,-20.0,0.0,0.0,-41.0,-4.69,-9.78,11.5,1.48,16.24,0.0,-14.0,-10.0,23.0,0.0,0.0,0.0,0.0,-5.08,-3.22,-13.0,-5.26,7.0,-1.05,5.0,-35.0,0.2,300
FRANCIS MARSHALL,LUCAS BRENNAN,2026-04-25,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,22.0,18.94,66.0,-1.0,0.0,349.0,26.68,30.0,0.0,18.04,100.0,100.0,34.0,-13.0,-21.0,-16.0,12.0,3.0,-2.54,0.0,2.59,9.0,1.25,3.0,2.71,47.0,55.0,-0.5,300
JACKSON MCVEY,SEDRIQUES DUMAS,2026-04-25,Submission,1.0,2:14,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,1.0,-3.0,-5.82,0.0,1.0,0.0,121.0,72.73,4.76,-100.0,-50.0,4.76,77.78,76.0,-43.0,-33.0,-24.0,-43.0,66.0,5.08,-5.08,4.54,25.0,0.73,-30.0,-1.3,-31.0,-33.0,1.0,134
CODY DURDEN,JAFEL FILHO,2026-04-25,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Southpaw,Orthodox,blue,0.0,11.0,13.15,34.0,1.0,-1.0,126.0,16.16,12.82,-25.0,9.71,-2.78,100.0,18.0,-19.0,0.0,1.0,-22.0,20.0,0.0,-2.54,1.46,4.0,2.18,0.0,1.59,2.0,6.0,-1.1,300
RYAN SPANN,MARCUS BUCHECHA,2026-04-25,KO/TKO,2.0,2:10,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,-6.0,-4.4,-14.0,-1.0,0.0,107.0,0.0,-25.0,25.0,-11.27,0.0,-30.0,23.0,8.0,-31.0,-34.0,0.0,34.0,7.62,5.08,1.52,-11.0,1.77,-7.0,-0.81,18.0,59.0,1.3,130
VICTOR VALENZUELA,MAX GRIFFIN,2026-04-25,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,1.0,-0.44,6.0,0.0,0.0,-27.0,-7.11,28.95,-3.57,1.0,-25.0,0.0,-28.0,26.0,2.0,2.0,-2.0,0.0,-5.08,-12.7,-0.23,-7.0,1.12,-7.0,-0.81,-8.0,-14.0,-0.2,300
MICHELLE MONTAGUE,MAYRA BUENO SILVA,2026-04-25,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Southpaw,Orthodox,blue,0.0,-7.0,2.93,33.0,-1.0,1.0,515.0,10.51,-50.0,-83.33,-21.68,-50.0,-12.5,55.0,-36.0,-19.0,-34.0,-11.0,47.0,7.62,5.08,-0.75,-8.0,-2.24,-10.0,3.04,30.0,-64.0,-1.3,300
RAONI BARCELOS,MONTEL JACKSON,2026-04-25,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,-1.0,2.0,-4.52,33.0,2.0,0.0,442.0,-6.72,-27.27,-33.33,-5.73,40.0,25.0,-41.0,16.0,26.0,-13.0,25.0,-13.0,-7.62,-20.32,1.63,-1.0,2.84,0.0,-0.2,-32.0,20.0,0.4,300
JOSELYNE EDWARDS,NORMA DUMONT,2026-04-25,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,-5.0,2.04,0.0,0.0,1.0,12.0,-5.29,-9.98,-15.13,-1.98,0.0,100.0,-11.0,14.0,-4.0,11.0,-12.0,1.0,2.54,7.62,0.76,3.0,0.93,-14.0,-0.14,-18.0,-9.0,0.6,300
RAFA GARCIA,ALEXANDER HERNANDEZ,2026-04-25,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,0.0,4.48,57.0,0.0,0.0,110.0,0.55,-14.29,80.0,0.07,66.67,0.0,8.0,-17.0,8.0,-4.0,3.0,0.0,-5.08,-5.08,0.05,4.0,-0.03,2.0,2.17,10.0,9.0,0.3,300
ERIC MCCONICO,RODOLFO VIEIRA,2026-04-25,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Southpaw,Orthodox,blue,-1.0,-5.0,-3.02,74.0,-1.0,0.0,-333.0,13.4,-27.27,12.5,-3.11,-11.9,0.0,40.0,-13.0,-28.0,3.0,-3.0,0.0,0.0,10.16,-0.51,-8.0,-1.23,-4.0,-2.23,78.0,8.0,-0.9,300
TALITA ALENCAR,JULIA POLASTRI,2026-04-25,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Sterling vs. Zalal,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-40.0,-32.56,60.0,0.0,0.0,143.0,-39.02,-31.42,-16.96,-41.18,25.0,83.33,-5.0,16.0,-12.0,-2.0,-6.0,8.0,-2.54,-12.7,-3.13,-20.0,-1.51,-8.0,2.39,-51.0,9.0,0.2,300
MARCIO BARBOSA,DENNIS BUZUKJA,2026-04-18,KO/TKO,1.0,1:20,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Burns vs. Malott,"Winnipeg, Manitoba, Canada",Orthodox,Switch,blue,1.0,12.0,11.54,0.0,0.0,0.0,0.0,50.0,-50.0,-100.0,11.54,0.0,0.0,100.0,-40.0,-60.0,0.0,0.0,0.0,-7.62,0.0,2.8,4.0,1.86,4.0,-0.62,-27.0,25.0,-0.2,80
