fighter_name,height,weight,reach,stance,date_of_birth,slpm,str_acc,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_def,sub_avg,str_acc_num,takedowns_acc_num,weight_lbs,reach_inches
Miguel Baeza,"6' 2""",170 lbs.,"74""",Orthodox,1992-08-23,4.64,55%,3.89,50%,0.8,40%,100%,1.2,55.0,40.0,170.0,74.0
Ali Bagautinov,"5' 4""",125 lbs.,"65""",Orthodox,1985-06-10,2.85,42%,3.09,52%,2.51,36%,65%,0.3,42.0,36.0,125.0,65.0
Seth Baczynski,"6' 3""",170 lbs.,"75""",Orthodox,1981-10-26,3.08,31%,3.14,51%,0.89,16%,48%,0.8,31.0,16.0,170.0,75.0
Ryan Bader,"6' 2""",205 lbs.,"74""",Orthodox,1983-06-07,2.82,43%,1.39,71%,3.37,44%,80%,0.4,43.0,44.0,205.0,74.0
Mehdi Baghdad,"6' 1""",155 lbs.,,Orthodox,1985-04-13,3.13,30%,4.56,46%,0.0,0%,33%,0.0,30.0,0.0,155.0,
Melsik Baghdasaryan,"5' 9""",145 lbs.,"70""",Southpaw,1992-01-28,6.8,64%,3.8,53%,0.0,0%,75%,0.0,64.0,0.0,145.0,70.0
Siyar Bahadurzada,"5' 11""",170 lbs.,"73""",Orthodox,1984-04-17,2.91,40%,3.23,49%,1.32,61%,62%,0.3,40.0,61.0,170.0,73.0
Ignacio Bahamondes,"6' 3""",170 lbs.,"75""",Orthodox,1997-08-27,8.78,54%,2.66,67%,0.0,0%,100%,0.0,54.0,0.0,170.0,75.0
Stephen Banaszak,"6' 0""",145 lbs.,,,1990-12-07,4.2,47%,1.15,66%,0.0,0%,100%,1.9,47.0,0.0,145.0,
Jordan Bailey,"5' 9""",145 lbs.,,,,1.74,40%,0.29,0%,4.35,100%,0%,4.3,40.0,100.0,145.0,
Bryan Baker,"6' 3""",185 lbs.,,Orthodox,1985-10-13,1.78,52%,2.83,45%,0.44,50%,37%,0.9,52.0,50.0,185.0,
Oluwale Bamgbose,"5' 11""",185 lbs.,"78""",Switch,1987-08-04,2.45,48%,2.7,55%,0.94,33%,37%,0.0,48.0,33.0,185.0,78.0
Shamar Bailey,"5' 9""",155 lbs.,"75""",Southpaw,1982-09-22,1.56,20%,3.91,69%,1.5,33%,37%,0.0,20.0,33.0,155.0,75.0
Scott Baker,"6' 0""",210 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,210.0,
Marcin Bandel,"5' 10""",155 lbs.,,Orthodox,1989-10-10,0.79,50%,5.26,23%,0.0,0%,0%,0.0,50.0,0.0,155.0,
Humberto Bandenay,"5' 11""",145 lbs.,"71""",Southpaw,1994-09-04,2.22,41%,4.79,41%,2.9,46%,62%,0.5,41.0,46.0,145.0,71.0
Tae Hyun Bang,"5' 9""",155 lbs.,"71""",Switch,1983-04-15,2.72,38%,2.07,66%,0.49,33%,57%,0.5,38.0,33.0,155.0,71.0
Maycee Barber,"5' 5""",125 lbs.,"65""",Switch,1998-05-18,5.21,52%,3.0,50%,1.44,40%,80%,0.2,52.0,40.0,125.0,65.0
Yohan Banks,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Junior Barata,"5' 10""",170 lbs.,,Orthodox,1982-01-25,4.03,33%,8.46,34%,0.0,0%,0%,0.0,33.0,0.0,170.0,
Antonio Banuelos,"5' 5""",135 lbs.,"63""",Orthodox,1979-09-23,2.69,33%,3.15,58%,1.62,62%,86%,0.4,33.0,62.0,135.0,63.0
Bryan Barberena,"6' 0""",170 lbs.,"72""",Southpaw,1989-05-03,5.48,48%,4.7,45%,0.23,28%,60%,0.5,48.0,28.0,170.0,72.0
Renan Barao,"5' 6""",145 lbs.,"70""",Orthodox,1987-01-31,3.78,36%,3.9,57%,1.49,41%,91%,0.5,36.0,41.0,145.0,70.0
Edson Barboza,"5' 11""",145 lbs.,"75""",Orthodox,1986-01-21,3.98,43%,4.03,60%,0.44,44%,78%,0.1,43.0,44.0,145.0,75.0
Nick Barnes,"5' 11""",170 lbs.,,,,2.86,29%,8.93,51%,5.36,100%,100%,5.4,29.0,100.0,170.0,
James Barnes,"5' 8""",145 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Raoni Barcelos,"5' 7""",135 lbs.,"67""",Orthodox,1987-05-01,5.59,52%,4.17,67%,2.23,56%,85%,0.7,52.0,56.0,135.0,67.0
Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,1988-04-13,4.43,36%,3.87,59%,0.63,42%,63%,0.4,36.0,42.0,185.0,77.0
Chris Barnhizer,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
David Baron,"5' 6""",155 lbs.,,Switch,1973-02-15,1.17,30%,2.1,56%,0.0,0%,14%,0.7,30.0,0.0,155.0,
Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,1976-04-16,2.77,45%,3.93,40%,1.46,47%,60%,0.5,45.0,47.0,170.0,72.0
Josh Barnett,"6' 3""",250 lbs.,"78""",Orthodox,1977-11-10,3.2,50%,2.11,57%,1.26,55%,55%,1.4,50.0,55.0,250.0,78.0
Carlos Barreto,"6' 4""",230 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,230.0,
Jose Barreto,,185 lbs.,,Southpaw,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Dan Barrera,"5' 9""",170 lbs.,,Orthodox,1980-12-23,0.8,70%,1.2,28%,1.0,8%,0%,0.0,70.0,8.0,170.0,
Peter Barrett,"5' 10""",145 lbs.,"73""",Southpaw,1986-08-10,4.18,61%,4.32,42%,1.39,22%,66%,0.0,61.0,22.0,145.0,73.0
David Barrios,"5' 6""",145 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Marc-Andre Barriault,"6' 1""",185 lbs.,"74""",Orthodox,1990-02-18,4.25,46%,4.12,57%,0.55,28%,69%,0.0,46.0,28.0,185.0,74.0
Alexandre Barros,"5' 9""",170 lbs.,,Southpaw,1976-11-19,0.98,40%,4.05,36%,1.84,50%,100%,0.0,40.0,50.0,170.0,
Ricardo Barros,"6' 1""",205 lbs.,,,1976-03-22,0.0,0%,8.22,31%,0.0,0%,100%,0.0,0.0,0.0,205.0,
Francimar Barroso,"6' 1""",205 lbs.,"75""",Orthodox,1980-02-28,2.77,52%,3.07,59%,2.22,24%,83%,0.0,52.0,24.0,205.0,75.0
Dean Barry,,155 lbs.,,,1992-03-07,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Enrique Barzola,"5' 7""",145 lbs.,"70""",Orthodox,1989-04-28,3.91,41%,2.97,68%,4.2,45%,66%,0.3,41.0,45.0,145.0,70.0
Stephen Bass,"5' 9""",145 lbs.,,Orthodox,1982-11-14,4.87,52%,5.87,55%,0.0,0%,0%,0.0,52.0,0.0,145.0,
Pat Barry,"5' 11""",235 lbs.,"74""",Orthodox,1979-07-07,2.72,52%,3.54,59%,0.0,0%,76%,0.2,52.0,0.0,235.0,74.0
Sean Bassett,,155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Ryan Bastianelli,"5' 5""",135 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,135.0,
Shayna Baszler,"5' 7""",135 lbs.,,Orthodox,1980-08-08,2.49,30%,6.36,51%,0.67,18%,44%,1.3,30.0,18.0,135.0,
Batgerel Danaa,"5' 7""",135 lbs.,"70""",Orthodox,1989-07-04,5.66,38%,2.61,58%,0.0,0%,57%,0.0,38.0,0.0,135.0,70.0
Michel Batista,"6' 3""",260 lbs.,,Orthodox,1984-04-20,0.0,0%,4.03,40%,6.72,50%,0%,0.0,0.0,50.0,260.0,
Alan Baudot,"6' 3""",243 lbs.,"79""",Orthodox,1988-02-01,1.89,25%,10.11,36%,0.0,0%,0%,0.0,25.0,0.0,243.0,79.0
Mario Bautista,"5' 9""",135 lbs.,"69""",Switch,1993-07-01,5.71,45%,4.78,54%,0.48,33%,70%,0.0,45.0,33.0,135.0,69.0
Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,1985-08-06,3.45,35%,3.18,61%,1.6,58%,78%,0.2,35.0,58.0,125.0,69.0
Rudy Bears,"5' 11""",170 lbs.,,Southpaw,,1.27,29%,2.53,50%,0.0,0%,0%,0.0,29.0,0.0,170.0,
Salvador Becerra,"5' 9""",155 lbs.,,,,4.57,31%,3.83,58%,0.0,0%,66%,0.0,31.0,0.0,155.0,
Ariel Beck,"5' 6""",125 lbs.,"66""",Southpaw,1990-09-16,4.44,34%,4.31,64%,0.0,0%,0%,0.0,34.0,0.0,125.0,66.0
Jeff Bedard,"5' 6""",145 lbs.,,Orthodox,1970-02-06,0.8,51%,0.0,100%,3.43,66%,100%,2.6,51.0,66.0,145.0,
Eric Bedard,"6' 2""",239 lbs.,,,1984-09-11,6.37,35%,8.54,52%,0.0,0%,0%,0.0,35.0,0.0,239.0,
Lyle Beerbohm,"5' 10""",155 lbs.,,Southpaw,1979-02-05,1.98,55%,1.61,54%,2.1,23%,64%,0.3,55.0,23.0,155.0,
Chase Beebe,"5' 7""",135 lbs.,"67""",Orthodox,1985-03-29,2.17,38%,1.64,69%,2.49,42%,41%,0.9,38.0,42.0,135.0,67.0
Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,1983-01-06,4.53,50%,1.75,63%,1.83,62%,62%,0.0,50.0,62.0,135.0,71.0
Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,1991-02-16,2.43,41%,1.8,57%,3.98,52%,92%,0.4,41.0,52.0,145.0,70.0
Diana Belbita,"5' 7""",125 lbs.,"68""",Orthodox,1996-06-26,5.81,39%,6.49,52%,1.69,66%,64%,0.0,39.0,66.0,125.0,68.0
Alan Belcher,"6' 2""",185 lbs.,"75""",Orthodox,1984-04-24,2.7,41%,3.1,59%,0.44,26%,55%,0.9,41.0,26.0,185.0,75.0
Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,1994-07-21,1.52,61%,4.79,41%,3.5,100%,50%,0.0,61.0,100.0,155.0,74.0
Vitor Belfort,"6' 0""",185 lbs.,"74""",Southpaw,1977-04-01,1.59,46%,2.83,50%,1.02,60%,53%,0.6,46.0,60.0,185.0,74.0
Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,1981-12-08,4.92,36%,5.27,54%,0.48,18%,75%,0.0,36.0,18.0,185.0,75.0
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,1986-05-18,2.07,37%,1.93,63%,0.7,50%,46%,0.2,37.0,50.0,125.0,69.0
Mike Bencic,"6' 0""",215 lbs.,,Orthodox,,0.0,0%,3.32,53%,0.0,0%,0%,0.0,0.0,0.0,215.0,
Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,1984-07-31,3.52,34%,2.67,61%,1.41,30%,62%,0.6,34.0,30.0,125.0,65.0
Karla Benitez,"5' 3""",113 lbs.,,,,0.0,0%,2.4,57%,0.0,0%,100%,0.0,0.0,0.0,113.0,
Dave Beneteau,"6' 2""",250 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,250.0,
Gabriel Benitez,"5' 8""",155 lbs.,"71""",Southpaw,1988-06-15,4.38,38%,3.26,70%,0.17,50%,56%,1.2,38.0,50.0,155.0,71.0
DeAnna Bennett,"5' 4""",125 lbs.,"68""",Orthodox,1984-11-18,3.13,58%,3.27,58%,0.0,0%,0%,1.0,58.0,0.0,125.0,68.0
Josh Bennett,"6' 4""",259 lbs.,,Orthodox,,2.9,40%,5.8,43%,1.5,100%,100%,0.0,40.0,100.0,259.0,
Charles Bennett,"5' 8""",155 lbs.,,Orthodox,1979-11-23,1.39,39%,1.35,64%,2.02,100%,36%,2.0,39.0,100.0,155.0,
Lance Benoist,"5' 11""",170 lbs.,"72""",Southpaw,1988-08-26,3.68,51%,2.7,56%,1.5,33%,61%,0.0,51.0,33.0,170.0,72.0
Joe Benoit,"5' 9""",170 lbs.,,Orthodox,1982-03-12,0.0,0%,0.0,100%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Pat Benson,"5' 9""",155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Ryan Benoit,"5' 5""",125 lbs.,"68""",Orthodox,1989-08-25,2.95,41%,3.4,60%,0.33,25%,70%,0.5,41.0,25.0,125.0,68.0
Len Bentley,"5' 9""",155 lbs.,,,1982-11-30,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Kenneth Bergh,"6' 2""",205 lbs.,"74""",Orthodox,1989-06-26,4.56,75%,1.27,28%,0.0,0%,0%,0.0,75.0,0.0,205.0,74.0
Steve Berger,"5' 11""",170 lbs.,,Orthodox,1973-05-20,1.0,27%,3.26,36%,0.84,40%,16%,1.7,27.0,40.0,170.0,
Bret Bergmark,"5' 9""",170 lbs.,,,1973-11-24,2.78,52%,2.78,37%,4.17,100%,50%,4.2,52.0,100.0,170.0,
Keith Berish,"6' 0""",205 lbs.,,Orthodox,1985-11-14,3.58,36%,4.81,62%,1.76,40%,0%,0.0,36.0,40.0,205.0,
Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,1986-12-13,4.42,46%,3.07,59%,3.89,40%,82%,1.1,46.0,40.0,155.0,66.0
Dave Berry,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,1987-03-04,3.12,42%,4.04,55%,1.62,22%,28%,0.5,42.0,22.0,135.0,68.0
Manny Bermudez,"5' 10""",145 lbs.,"71""",Orthodox,1994-07-16,2.92,61%,2.68,46%,3.06,54%,0%,3.1,61.0,54.0,145.0,71.0
Keith Berry,"6' 1""",185 lbs.,,,1987-10-25,0.27,12%,6.27,28%,0.0,0%,0%,0.0,12.0,0.0,185.0,
Dieusel Berto,"5' 9""",200 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,200.0,
Edson Berto,"5' 6""",155 lbs.,,Orthodox,1983-07-05,1.76,36%,4.62,47%,5.47,40%,0%,2.7,36.0,40.0,155.0,
Allen Berube,"5' 8""",155 lbs.,,Orthodox,1974-08-25,0.92,80%,0.92,33%,6.87,100%,0%,3.4,80.0,100.0,155.0,
Anton Berzin,"6' 2""",205 lbs.,,Orthodox,1989-09-29,4.4,46%,6.8,67%,2.0,28%,0%,1.0,46.0,28.0,205.0,
Khadzhi Bestaev,"6' 6""",185 lbs.,"76""",,1988-07-16,6.15,29%,10.0,43%,0.0,0%,0%,0.0,29.0,0.0,185.0,76.0
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,1984-12-28,4.36,41%,4.45,58%,0.64,28%,61%,0.3,41.0,28.0,145.0,70.0
Scott Bessac,"6' 4""",245 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,245.0,
Fernando Bettega,,170 lbs.,,,1980-03-10,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Arjan Bhullar,"6' 1""",245 lbs.,"75""",Orthodox,1986-05-13,2.33,56%,3.25,59%,1.73,75%,100%,0.0,56.0,75.0,245.0,75.0
Bibulatov Magomed,"5' 5""",125 lbs.,"65""",Orthodox,1988-08-22,3.6,51%,1.83,52%,2.85,40%,75%,0.0,51.0,40.0,125.0,65.0
KB Bhullar,"6' 4""",185 lbs.,"78""",Switch,1991-10-12,1.18,13%,10.0,37%,0.0,0%,0%,0.0,13.0,0.0,185.0,78.0
David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,1979-06-06,1.11,57%,1.64,54%,2.65,63%,14%,0.0,57.0,63.0,155.0,71.0
Jeremiah Billington,"5' 9""",205 lbs.,,Orthodox,1977-11-14,1.6,62%,7.06,35%,0.0,0%,50%,0.0,62.0,0.0,205.0,
Scott Bills,"5' 10""",170 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,1986-05-16,4.23,36%,3.06,60%,0.6,16%,73%,0.0,36.0,16.0,135.0,69.0
Chris Birchler,"6' 3""",205 lbs.,,Switch,1987-06-05,9.35,46%,14.83,35%,0.0,0%,0%,0.0,46.0,0.0,205.0,
Simon Biyong,,205 lbs.,,,1991-04-05,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Amaury Bitetti,"5' 9""",185 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,1979-02-28,4.33,38%,2.71,65%,1.05,43%,63%,0.3,38.0,43.0,185.0,75.0
Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,1983-02-24,3.59,49%,2.79,53%,1.18,53%,65%,0.2,49.0,53.0,205.0,78.0
Tom Blackledge,,205 lbs.,,Orthodox,,2.91,61%,2.55,46%,0.0,0%,75%,0.0,61.0,0.0,205.0,
Jason Black,"5' 8""",155 lbs.,,Orthodox,1972-07-15,1.06,47%,2.6,45%,0.48,33%,28%,6.2,47.0,33.0,155.0,
Brad Blackburn,"5' 10""",170 lbs.,"73""",Orthodox,1977-05-25,4.55,35%,3.59,65%,0.93,50%,76%,0.7,35.0,50.0,170.0,73.0
Jason Blackford,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,1983-10-16,4.11,44%,3.19,66%,1.85,36%,63%,0.3,44.0,36.0,145.0,71.0
Sherrard Blackledge,"5' 11""",155 lbs.,"75""",Orthodox,1993-08-16,3.7,49%,3.13,55%,4.0,33%,42%,0.0,49.0,33.0,155.0,75.0
David Blanco,"5' 7""",145 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,1991-02-18,3.59,53%,1.7,57%,6.64,54%,33%,0.0,53.0,54.0,265.0,80.0
Arlene Blencowe,"5' 5""",145 lbs.,,,1983-04-11,2.31,43%,2.1,43%,0.0,0%,55%,0.6,43.0,0.0,145.0,
Byron Bloodworth,"5' 8""",135 lbs.,,Orthodox,1983-08-16,1.82,28%,5.18,50%,0.0,0%,0%,0.0,28.0,0.0,135.0,
Dashawn Boatwright,"6' 0""",205 lbs.,,Orthodox,1988-02-29,0.0,0%,52.5,12%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Dan Bobish,"6' 2""",345 lbs.,,Southpaw,1970-01-26,2.06,44%,1.74,34%,2.44,42%,0%,1.6,44.0,42.0,345.0,
Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,1987-02-05,2.63,31%,5.11,58%,1.14,15%,62%,0.0,31.0,15.0,145.0,70.0
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,1981-10-24,2.34,43%,2.32,60%,3.65,36%,31%,1.3,43.0,36.0,155.0,75.0
James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,1989-02-13,0.65,26%,3.64,21%,0.0,0%,0%,0.0,26.0,0.0,205.0,81.0
Jeremy Boczulak,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,1982-05-22,3.63,45%,3.63,54%,2.37,100%,50%,0.0,45.0,100.0,170.0,72.0
Jay Bogan,,145 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,1981-01-28,2.93,50%,2.9,57%,1.45,34%,59%,0.8,50.0,34.0,185.0,74.0
Roman Bogatov,"5' 8""",155 lbs.,"73""",Orthodox,1990-12-15,3.33,42%,4.4,44%,1.0,9%,50%,0.0,42.0,9.0,155.0,73.0
Derek Bohi,"6' 4""",260 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,260.0,
Jerry Bohlander,"5' 11""",199 lbs.,,Orthodox,1974-02-12,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,199.0,
Kotetsu Boku,"5' 9""",154 lbs.,,Orthodox,1977-05-27,2.47,42%,2.8,53%,0.0,0%,0%,0.0,42.0,0.0,154.0,
Kyle Bolt,"6' 2""",185 lbs.,,,,7.27,52%,7.27,45%,0.0,0%,0%,0.0,52.0,0.0,185.0,
Denys Bondar,"5' 6""",125 lbs.,,Orthodox,1992-06-27,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,125.0,
Luc Bondole,"6' 2""",205 lbs.,,,,3.35,51%,2.04,62%,0.0,0%,0%,1.8,51.0,0.0,205.0,
Tony Bonello,"6' 2""",185 lbs.,,,,0.62,33%,12.62,10%,0.0,0%,0%,0.0,33.0,0.0,185.0,
Jesse Bongfeldt,"6' 0""",185 lbs.,,Orthodox,1980-08-28,2.91,62%,1.01,50%,1.51,33%,33%,0.0,62.0,33.0,185.0,
Marcos Bonilla,"5' 10""",145 lbs.,,,,0.47,12%,0.47,94%,0.0,0%,0%,0.0,12.0,0.0,145.0,
Rogerio Bontorin,"5' 5""",125 lbs.,"67""",Orthodox,1992-04-25,2.19,50%,3.12,38%,1.9,40%,51%,1.6,50.0,40.0,125.0,67.0
Stephan Bonnar,"6' 4""",205 lbs.,"79""",Orthodox,1977-04-04,2.76,38%,3.01,52%,1.32,40%,60%,1.0,38.0,40.0,205.0,79.0
Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,1993-08-04,1.52,52%,1.93,48%,3.89,50%,46%,1.0,52.0,50.0,135.0,63.0
Igor Borisov,"6' 0""",235 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,235.0,
Tanner Boser,"6' 2""",255 lbs.,"75""",Orthodox,1991-08-02,4.54,55%,2.7,63%,0.0,0%,100%,0.0,55.0,0.0,255.0,75.0
Calen Born,"5' 8""",170 lbs.,"72""",Switch,1988-05-24,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,72.0
Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,1981-07-29,5.99,52%,5.38,50%,0.92,33%,100%,0.0,52.0,33.0,205.0,72.0
Marcus Bossett,"6' 1""",215 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,215.0,
Chris Bostick,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,1988-12-15,3.0,56%,3.08,50%,0.89,100%,80%,0.0,56.0,100.0,115.0,67.0
Francois Botha,"6' 2""",260 lbs.,,Orthodox,1968-09-28,0.0,0%,1.05,77%,0.0,0%,0%,0.0,0.0,0.0,260.0,
Rich Bouphanouvong,"5' 7""",170 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Gregory Bouchelaghem,"6' 2""",183 lbs.,,Switch,,0.27,21%,1.53,36%,0.0,0%,50%,0.0,21.0,0.0,183.0,
Roy Boughton,"6' 0""",205 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Mike Bourke,"6' 0""",275 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,275.0,
Jess Bouscal,,155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Tai Bowden,"5' 11""",230 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,230.0,
Melton Bowen,"6' 0""",225 lbs.,,Orthodox,1969-07-16,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,225.0,
Kyron Bowen,"6' 3""",185 lbs.,"73""",Orthodox,1993-12-22,2.73,57%,2.05,40%,0.0,0%,0%,0.0,57.0,0.0,185.0,73.0
Blake Bowman,"6' 2""",170 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Brian Bowles,"5' 7""",135 lbs.,"70""",Orthodox,1980-06-22,2.36,26%,2.98,64%,1.39,70%,54%,1.4,26.0,70.0,135.0,70.0
Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,1982-12-05,3.9,47%,3.86,51%,3.09,43%,27%,0.9,47.0,43.0,155.0,68.0
Ashe Bowman,"5' 9""",155 lbs.,,,1976-11-17,2.43,42%,4.86,57%,0.0,0%,0%,0.0,42.0,0.0,155.0,
Colley  Bradford,"5' 7""",145 lbs.,,,,0.43,25%,1.73,50%,19.42,50%,100%,0.0,25.0,50.0,145.0,
Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,1982-08-19,1.99,40%,3.45,58%,0.65,50%,40%,0.0,40.0,50.0,155.0,71.0
Paul Bradley,"5' 9""",170 lbs.,,Orthodox,1983-06-13,2.26,32%,4.13,56%,1.12,16%,100%,0.0,32.0,16.0,170.0,
Sean Brady,"5' 10""",170 lbs.,"72""",Orthodox,1992-11-23,4.72,55%,3.6,63%,2.69,60%,100%,1.2,55.0,60.0,170.0,72.0
Ebenezer Fontes Braga,"6' 0""",199 lbs.,,Orthodox,1969-04-14,2.42,50%,0.42,71%,0.0,0%,90%,0.6,50.0,0.0,199.0,
Joe Brammer,"5' 8""",155 lbs.,,Orthodox,1983-08-23,2.15,31%,2.8,56%,0.81,50%,50%,0.0,31.0,50.0,155.0,
Ramiz Brahimaj,"5' 10""",170 lbs.,"72""",Orthodox,1992-11-17,3.73,36%,6.14,55%,0.0,0%,100%,0.0,36.0,0.0,170.0,72.0
David Branch,"6' 1""",185 lbs.,"78""",Orthodox,1981-09-26,1.66,39%,1.91,56%,2.55,32%,43%,0.0,39.0,32.0,185.0,78.0
Michael Bravo,,155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,1993-09-21,7.66,39%,5.72,51%,2.6,35%,85%,0.0,39.0,35.0,145.0,71.0
Diego Brandao,"5' 7""",145 lbs.,"64""",Orthodox,1987-05-27,2.94,47%,3.38,62%,3.21,68%,80%,0.6,47.0,68.0,145.0,64.0
Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,1991-09-26,3.34,50%,2.81,60%,0.0,0%,70%,1.1,50.0,0.0,185.0,73.0
Mike Breeden,"5' 10""",155 lbs.,"70""",Orthodox,1989-04-21,4.0,34%,5.87,47%,0.0,0%,77%,0.0,34.0,0.0,155.0,70.0
Chris Brennan,"5' 8""",170 lbs.,,Orthodox,1971-10-12,0.6,40%,0.97,50%,0.0,0%,25%,2.1,40.0,0.0,170.0,
Charlie Brenneman,"5' 10""",155 lbs.,"70""",Orthodox,1981-02-09,1.52,56%,1.55,46%,4.23,42%,72%,0.0,56.0,42.0,155.0,70.0
Robert Breslin,"5' 11""",155 lbs.,,,,2.21,46%,3.5,66%,1.38,100%,50%,0.0,46.0,100.0,155.0,
Marcos Brigagao,"6' 3""",205 lbs.,"76""",Southpaw,1996-04-01,3.07,43%,3.27,25%,0.0,0%,36%,0.0,43.0,0.0,205.0,76.0
Mack Brewer,,205 lbs.,,,,0.0,0%,6.67,36%,0.0,0%,0%,0.0,0.0,0.0,205.0,
