red_fighter,blue_fighter,red_kd,blue_kd,red_sig_str,blue_sig_str,red_sig_str_pct,blue_sig_str_pct,red_total_str,blue_total_str,red_td,blue_td,red_td_pct,blue_td_pct,red_sub_att,blue_sub_att,red_rev,blue_rev,red_ctrl,blue_ctrl,red_head,blue_head,red_body,blue_body,red_leg,blue_leg,red_distance,blue_distance,red_clinch,blue_clinch,red_ground,blue_ground,win_by,last_round,last_round_time,format,referee,date,location,fight_type,winner,red_sig_str_landed,red_sig_str_attempted,blue_sig_str_landed,blue_sig_str_attempted,red_sig_str_pct_num,blue_sig_str_pct_num,red_total_str_landed,red_total_str_attempted,blue_total_str_landed,blue_total_str_attempted,red_td_landed,red_td_attempted,blue_td_landed,blue_td_attempted,red_td_pct_num,blue_td_pct_num,red_head_landed,red_head_attempted,blue_head_landed,blue_head_attempted,red_body_landed,red_body_attempted,blue_body_landed,blue_body_attempted,red_leg_landed,red_leg_attempted,blue_leg_landed,blue_leg_attempted,red_distance_landed,red_distance_attempted,blue_distance_landed,blue_distance_attempted,red_clinch_landed,red_clinch_attempted,blue_clinch_landed,blue_clinch_attempted,red_ground_landed,red_ground_attempted,blue_ground_landed,blue_ground_attempted,last_round_time_seconds
Ryan Bader,Carmelo Marrero,0,0,24 of 56,9 of 43,42%,20%,87 of 122,20 of 55,5 of 7,0 of 0,71%,,2,0,0,0,10:06,1:01,17 of 46,6 of 37,1 of 4,0 of 3,6 of 6,3 of 3,9 of 30,8 of 37,1 of 3,0 of 4,14 of 23,1 of 2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,2009-04-01,"Nashville, Tennessee, USA",Light Heavyweight Bout,Ryan Bader,24,56,9,43,42.0,20.0,87,122,20,55,5,7,0,0,71.0,,17,46,6,37,1,4,0,3,6,6,3,3,9,30,8,37,1,3,0,4,14,23,1,2,300
Cole Miller,Junie Browning,0,0,3 of 16,1 of 3,18%,33%,5 of 18,1 of 3,0 of 0,0 of 1,,0%,1,0,0,0,0:00,1:06,1 of 13,0 of 2,2 of 3,1 of 1,0 of 0,0 of 0,2 of 14,1 of 3,1 of 2,0 of 0,0 of 0,0 of 0,Submission,1,1:58,3 Rnd (5-5-5),Herb Dean,2009-04-01,"Nashville, Tennessee, USA",Lightweight Bout,Cole Miller,3,16,1,3,18.0,33.0,5,18,1,3,0,0,0,1,,0.0,1,13,0,2,2,3,1,1,0,0,0,0,2,14,1,3,1,2,0,0,0,0,0,0,118
Martin Kampmann,Carlos Condit,0,0,26 of 61,35 of 86,42%,40%,52 of 91,71 of 124,5 of 5,3 of 4,100%,75%,6,3,2,0,7:48,3:10,20 of 53,20 of 70,6 of 8,13 of 14,0 of 0,2 of 2,8 of 31,21 of 55,7 of 9,6 of 22,11 of 21,8 of 9,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,2009-04-01,"Nashville, Tennessee, USA",Welterweight Bout,Martin Kampmann,26,61,35,86,42.0,40.0,52,91,71,124,5,5,3,4,100.0,75.0,20,53,20,70,6,8,13,14,0,0,2,2,8,31,21,55,7,9,6,22,11,21,8,9,300
Rob Kimmons,Joe Vedepo,0,0,7 of 15,4 of 12,46%,33%,13 of 21,12 of 20,0 of 0,1 of 1,,100%,2,0,0,0,0:10,1:03,5 of 12,4 of 11,1 of 2,0 of 1,1 of 1,0 of 0,4 of 9,3 of 9,3 of 6,1 of 3,0 of 0,0 of 0,Submission,1,1:54,3 Rnd (5-5-5),Herb Dean,2009-04-01,"Nashville, Tennessee, USA",Middleweight Bout,Rob Kimmons,7,15,4,12,46.0,33.0,13,21,12,20,0,0,1,1,,100.0,5,12,4,11,1,2,0,1,1,1,0,0,4,9,3,9,3,6,1,3,0,0,0,0,114
Aaron Simpson,Tim McKenzie,1,0,16 of 27,1 of 4,59%,25%,27 of 40,2 of 5,1 of 1,0 of 0,100%,,0,0,0,0,1:06,0:00,11 of 22,1 of 4,3 of 3,0 of 0,2 of 2,0 of 0,3 of 5,1 of 4,2 of 2,0 of 0,11 of 20,0 of 0,KO/TKO,1,1:40,3 Rnd (5-5-5),Mario Yamasaki,2009-04-01,"Nashville, Tennessee, USA",Middleweight Bout,Aaron Simpson,16,27,1,4,59.0,25.0,27,40,2,5,1,1,0,0,100.0,,11,22,1,4,3,3,0,0,2,2,0,0,3,5,1,4,2,2,0,0,11,20,0,0,100
Jorge Rivera,Nissen Osterneck,1,0,29 of 48,35 of 70,60%,50%,61 of 85,74 of 110,4 of 8,1 of 8,50%,12%,0,1,1,1,7:04,4:51,13 of 29,11 of 43,10 of 12,14 of 16,6 of 7,10 of 11,7 of 18,10 of 28,17 of 21,19 of 28,5 of 9,6 of 14,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,2009-04-01,"Nashville, Tennessee, USA",Middleweight Bout,Jorge Rivera,29,48,35,70,60.0,50.0,61,85,74,110,4,8,1,8,50.0,12.0,13,29,11,43,10,12,14,16,6,7,10,11,7,18,10,28,17,21,19,28,5,9,6,14,300
Gray Maynard,Jim Miller,0,0,37 of 93,25 of 100,39%,25%,59 of 115,28 of 104,1 of 1,0 of 8,100%,0%,0,1,0,0,2:05,1:26,25 of 78,9 of 79,11 of 14,7 of 12,1 of 1,9 of 9,28 of 80,20 of 93,5 of 5,5 of 7,4 of 8,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,2009-03-07,"Columbus, Ohio, USA",Lightweight Bout,Gray Maynard,37,93,25,100,39.0,25.0,59,115,28,104,1,1,0,8,100.0,0.0,25,78,9,79,11,14,7,12,1,1,9,9,28,80,20,93,5,5,5,7,4,8,0,0,300
Tamdan McCrory,Ryan Madigan,0,0,12 of 23,0 of 2,52%,0%,20 of 33,15 of 20,1 of 1,0 of 0,100%,,0,0,0,0,3:22,0:00,12 of 23,0 of 1,0 of 0,0 of 0,0 of 0,0 of 1,1 of 2,0 of 2,0 of 0,0 of 0,11 of 21,0 of 0,KO/TKO,1,3:35,3 Rnd (5-5-5),Yves Lavigne,2009-03-07,"Columbus, Ohio, USA",Welterweight Bout,Tamdan McCrory,12,23,0,2,52.0,0.0,20,33,15,20,1,1,0,0,100.0,,12,23,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,11,21,0,0,215
Shane Carwin,Gabriel Gonzaga,1,0,4 of 10,5 of 8,40%,62%,4 of 10,7 of 10,0 of 0,1 of 1,,100%,0,0,0,0,0:02,0:29,4 of 10,5 of 8,0 of 0,0 of 0,0 of 0,0 of 0,2 of 8,3 of 5,0 of 0,1 of 1,2 of 2,1 of 2,KO/TKO,1,1:09,3 Rnd (5-5-5),Dan Miragliotta,2009-03-07,"Columbus, Ohio, USA",Heavyweight Bout,Shane Carwin,4,10,5,8,40.0,62.0,4,10,7,10,0,0,1,1,,100.0,4,10,5,8,0,0,0,0,0,0,0,0,2,8,3,5,0,0,1,1,2,2,1,2,69
Matt Brown,Pete Sell,2,0,24 of 31,0 of 1,77%,0%,44 of 51,0 of 1,0 of 0,0 of 1,,0%,0,0,0,0,0:35,0:21,20 of 26,0 of 1,4 of 4,0 of 0,0 of 1,0 of 0,8 of 12,0 of 1,7 of 8,0 of 0,9 of 11,0 of 0,KO/TKO,1,1:32,3 Rnd (5-5-5),Yves Lavigne,2009-03-07,"Columbus, Ohio, USA",Welterweight Bout,Matt Brown,24,31,0,1,77.0,0.0,44,51,0,1,0,0,0,1,,0.0,20,26,0,1,4,4,0,0,0,1,0,0,8,12,0,1,7,8,0,0,9,11,0,0,92
Matt Hamill,Mark Munoz,1,0,23 of 47,14 of 37,48%,37%,40 of 64,14 of 37,0 of 0,0 of 4,,0%,0,0,0,0,0:19,0:01,18 of 42,11 of 32,0 of 0,3 of 5,5 of 5,0 of 0,20 of 42,10 of 31,2 of 4,4 of 6,1 of 1,0 of 0,KO/TKO,1,3:53,3 Rnd (5-5-5),Dan Miragliotta,2009-03-07,"Columbus, Ohio, USA",Light Heavyweight Bout,Matt Hamill,23,47,14,37,48.0,37.0,40,64,14,37,0,0,0,4,,0.0,18,42,11,32,0,0,3,5,5,5,0,0,20,42,10,31,2,4,4,6,1,1,0,0,233
Quinton Jackson,Keith Jardine,2,0,56 of 151,64 of 184,37%,34%,80 of 176,65 of 185,2 of 3,0 of 3,66%,0%,0,0,0,0,2:54,0:28,44 of 138,32 of 145,4 of 5,12 of 15,8 of 8,20 of 24,43 of 127,53 of 165,9 of 15,11 of 19,4 of 9,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,2009-03-07,"Columbus, Ohio, USA",Light Heavyweight Bout,Quinton Jackson,56,151,64,184,37.0,34.0,80,176,65,185,2,3,0,3,66.0,0.0,44,138,32,145,4,5,12,15,8,8,20,24,43,127,53,165,9,15,11,19,4,9,0,0,300
Kendall Grove,Jason Day,1,0,10 of 25,6 of 25,40%,24%,11 of 26,6 of 25,0 of 0,0 of 0,,,0,0,0,0,0:03,0:00,8 of 20,4 of 22,1 of 3,0 of 1,1 of 2,2 of 2,5 of 17,3 of 15,1 of 4,3 of 10,4 of 4,0 of 0,KO/TKO,1,1:32,3 Rnd (5-5-5),Rick Fike,2009-03-07,"Columbus, Ohio, USA",Middleweight Bout,Kendall Grove,10,25,6,25,40.0,24.0,11,26,6,25,0,0,0,0,,,8,20,4,22,1,3,0,1,1,2,2,2,5,17,3,15,1,4,3,10,4,4,0,0,92
Jason Brilz,Tim Boetsch,0,0,34 of 103,27 of 65,33%,41%,107 of 183,31 of 70,4 of 8,0 of 0,50%,,1,0,0,0,7:58,0:02,16 of 80,22 of 60,7 of 9,3 of 3,11 of 14,2 of 2,9 of 66,21 of 58,16 of 21,6 of 7,9 of 16,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,2009-03-07,"Columbus, Ohio, USA",Light Heavyweight Bout,Jason Brilz,34,103,27,65,33.0,41.0,107,183,31,70,4,8,0,0,50.0,,16,80,22,60,7,9,3,3,11,14,2,2,9,66,21,58,16,21,6,7,9,16,0,0,300
Shane Nelson,Aaron Riley,1,0,5 of 12,4 of 9,41%,44%,5 of 12,4 of 9,0 of 0,0 of 0,,,0,0,0,0,0:06,0:02,4 of 10,0 of 5,1 of 1,1 of 1,0 of 1,3 of 3,2 of 6,4 of 9,0 of 1,0 of 0,3 of 5,0 of 0,KO/TKO,1,0:44,3 Rnd (5-5-5),Rick Fike,2009-03-07,"Columbus, Ohio, USA",Lightweight Bout,Shane Nelson,5,12,4,9,41.0,44.0,5,12,4,9,0,0,0,0,,,4,10,0,5,1,1,1,1,0,1,3,3,2,6,4,9,0,1,0,0,3,5,0,0,44
Brandon Vera,Michael Patt,2,0,32 of 75,5 of 28,42%,17%,32 of 75,5 of 28,0 of 0,0 of 0,,,0,0,0,0,0:11,0:00,11 of 49,3 of 25,2 of 4,0 of 0,19 of 22,2 of 3,32 of 75,5 of 28,0 of 0,0 of 0,0 of 0,0 of 0,KO/TKO,2,1:27,3 Rnd (5-5-5),Yves Lavigne,2009-03-07,"Columbus, Ohio, USA",Light Heavyweight Bout,Brandon Vera,32,75,5,28,42.0,17.0,32,75,5,28,0,0,0,0,,,11,49,3,25,2,4,0,0,19,22,2,3,32,75,5,28,0,0,0,0,0,0,0,0,87
Demian Maia,Chael Sonnen,0,0,6 of 17,8 of 24,35%,33%,6 of 17,18 of 34,1 of 4,0 of 0,25%,,1,0,0,0,0:09,1:27,5 of 14,5 of 20,1 of 3,1 of 1,0 of 0,2 of 3,5 of 15,7 of 21,0 of 1,0 of 0,1 of 1,1 of 3,Submission,1,2:37,3 Rnd (5-5-5),Dan Miragliotta,2009-02-21,"London, England, United Kingdom",Middleweight Bout,Demian Maia,6,17,8,24,35.0,33.0,6,17,18,34,1,4,0,0,25.0,,5,14,5,20,1,3,1,1,0,0,2,3,5,15,7,21,0,1,0,0,1,1,1,3,157
Diego Sanchez,Joe Stevenson,0,0,91 of 193,41 of 145,47%,28%,91 of 193,43 of 147,1 of 4,0 of 4,25%,0%,1,1,0,1,0:46,0:24,75 of 170,34 of 135,16 of 23,6 of 9,0 of 0,1 of 1,89 of 187,35 of 134,2 of 6,5 of 10,0 of 0,1 of 1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,2009-02-21,"London, England, United Kingdom",Lightweight Bout,Diego Sanchez,91,193,41,145,47.0,28.0,91,193,43,147,1,4,0,4,25.0,0.0,75,170,34,135,16,23,6,9,0,0,1,1,89,187,35,134,2,6,5,10,0,0,1,1,300
Evan Dunham,Per Eklund,1,0,13 of 27,9 of 13,48%,69%,14 of 28,14 of 18,0 of 0,1 of 1,,100%,1,1,0,0,0:31,0:32,13 of 27,5 of 9,0 of 0,3 of 3,0 of 0,1 of 1,7 of 18,8 of 12,0 of 0,0 of 0,6 of 9,1 of 1,KO/TKO,1,2:13,3 Rnd (5-5-5),Marc Goddard,2009-02-21,"London, England, United Kingdom",Lightweight Bout,Evan Dunham,13,27,9,13,48.0,69.0,14,28,14,18,0,0,1,1,,100.0,13,27,5,9,0,0,3,3,0,0,1,1,7,18,8,12,0,0,0,0,6,9,1,1,133
Terry Etim,Brian Cobb,1,0,19 of 43,0 of 13,44%,0%,19 of 43,70 of 86,1 of 1,2 of 4,100%,50%,0,0,0,0,0:24,1:48,8 of 30,0 of 12,1 of 2,0 of 1,10 of 11,0 of 0,17 of 39,0 of 13,0 of 0,0 of 0,2 of 4,0 of 0,KO/TKO,2,0:10,3 Rnd (5-5-5),Kevin Mulhall,2009-02-21,"London, England, United Kingdom",Lightweight Bout,Terry Etim,19,43,0,13,44.0,0.0,19,43,70,86,1,1,2,4,100.0,50.0,8,30,0,12,1,2,0,1,10,11,0,0,17,39,0,13,0,0,0,0,2,4,0,0,10
Paulo Thiago,Josh Koscheck,1,0,7 of 24,8 of 29,29%,27%,7 of 24,8 of 29,0 of 0,0 of 0,,,0,0,0,0,0:02,0:00,4 of 21,6 of 27,1 of 1,0 of 0,2 of 2,2 of 2,7 of 24,8 of 29,0 of 0,0 of 0,0 of 0,0 of 0,KO/TKO,1,3:29,3 Rnd (5-5-5),Marc Goddard,2009-02-21,"London, England, United Kingdom",Welterweight Bout,Paulo Thiago,7,24,8,29,29.0,27.0,7,24,8,29,0,0,0,0,,,4,21,6,27,1,1,0,0,2,2,2,2,7,24,8,29,0,0,0,0,0,0,0,0,209
Nate Marquardt,Wilson Gouveia,1,0,67 of 102,16 of 74,65%,21%,79 of 114,20 of 78,2 of 6,0 of 0,33%,,1,1,0,0,4:19,0:00,37 of 69,12 of 68,16 of 16,1 of 1,14 of 17,3 of 5,38 of 63,15 of 68,16 of 22,0 of 5,13 of 17,1 of 1,KO/TKO,3,3:10,3 Rnd (5-5-5),Leon Roberts,2009-02-21,"London, England, United Kingdom",Middleweight Bout,Nate Marquardt,67,102,16,74,65.0,21.0,79,114,20,78,2,6,0,0,33.0,,37,69,12,68,16,16,1,1,14,17,3,5,38,63,15,68,16,22,0,5,13,17,1,1,190
Junior Dos Santos,Stefan Struve,2,0,12 of 18,0 of 1,66%,0%,12 of 18,0 of 1,0 of 0,0 of 0,,,0,0,0,0,0:06,0:00,9 of 14,0 of 1,2 of 3,0 of 0,1 of 1,0 of 0,6 of 8,0 of 1,4 of 7,0 of 0,2 of 3,0 of 0,KO/TKO,1,0:54,3 Rnd (5-5-5),Dan Miragliotta,2009-02-21,"London, England, United Kingdom",Heavyweight Bout,Junior Dos Santos,12,18,0,1,66.0,0.0,12,18,0,1,0,0,0,0,,,9,14,0,1,2,3,0,0,1,1,0,0,6,8,0,1,4,7,0,0,2,3,0,0,54
Dan Hardy,Rory Markham,1,0,5 of 12,2 of 7,41%,28%,5 of 12,2 of 7,0 of 0,0 of 0,,,0,0,0,0,0:02,0:00,3 of 9,2 of 6,0 of 0,0 of 0,2 of 3,0 of 1,4 of 11,2 of 7,0 of 0,0 of 0,1 of 1,0 of 0,KO/TKO,1,1:09,3 Rnd (5-5-5),Kevin Mulhall,2009-02-21,"London, England, United Kingdom",Welterweight Bout,Dan Hardy,5,12,2,7,41.0,28.0,5,12,2,7,0,0,0,0,,,3,9,2,6,0,0,0,0,2,3,0,1,4,11,2,7,0,0,0,0,1,1,0,0,69
Mike Ciesnolevicz,Neil Grove,0,0,0 of 0,0 of 3,,0%,0 of 0,2 of 6,0 of 1,0 of 0,0%,,2,1,0,0,0:00,0:22,0 of 0,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,Submission,1,1:03,3 Rnd (5-5-5),Leon Roberts,2009-02-21,"London, England, United Kingdom",Heavyweight Bout,Mike Ciesnolevicz,0,0,0,3,,0.0,0,0,2,6,0,1,0,0,0.0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,63
